"id","profileName","text","date","title","rating","images","helpful"
"R6ZX6A5C1ZQQC","Amazon Kunde","
  How-to accept yourself and the world.
","Reviewed in Germany on 28 January 2019","Exactly what I was looking for",5,"","0"
"R3KNRFDCEZPMLE","Brad Jones","
  Absolutely amazing , putting me in a hypnotic-like state when I read it!
","Reviewed in Canada on 11 March 2016","Amazing Book!!!!!!",5,"","0"
"R2XAHZITBL4D","Emi Moldovan","
  My favorite book so far, it changed my life.
","Reviewed in Germany on 1 August 2020","The power of now",5,"","0"
"RPJKU8DO4MNRG","Axel Zimmermann","
  This book is very well written.
","Reviewed in Canada on 6 February 2020","Very helpful",5,"","0"
"R2ZBDAF8C4HW69","Cliente Amazon","
  Thank you. It was exactly as I expected. It'll be very helpful. I need to learn from it.Keep on going.
","Reviewed in Canada on 10 May 2017","Perfect conditions",5,"","0"
"R3MR41Y0IIF3E1","K. Mercer","
  Excellent book on the 'now'. Arrived quickly
","Reviewed in Canada on 25 September 2014","Four Stars",4,"","0"
"R3QGMC9LQB5P7","Diego","
  Llegó doblado :/.
","Reviewed in Mexico on 29 June 2020","Malas condiciones",2,"","0"
"R3AVAV07UZKNUJ","Jasbinder Dhindsa","
  Strongly recommend
","Reviewed in Canada on 28 September 2018","Great read",5,"","0"
"R1K64ZXGO7IGNV","Jo Ann MacLaren","
  Found it hard to hang in with.  I realize what's being said just felt it could have been said easier. And I'm an avid reader and have read self help books over the years.
","Reviewed in Canada on 10 June 2014","Tough going",2,"","0"
"R2GPU2OZR7PTYT","Ruth Pino","
  Number One Book.
","Reviewed in Canada on 24 May 2015","Five Stars",5,"","0"
"R1VK08YSL8LU1G","Kim Davis","
  Great book!
","Reviewed in Canada on 13 January 2017","Five Stars",5,"","0"
"R3MB1CCFRZF4CM","Derek Capri","
  A good read
","Reviewed in Canada on 21 February 2017","good book",5,"","0"
"R10UF3H7CAY65J","Max","
  Perfect Book! Must Read. A really good guide and help to spiritual enlightement for a better understanding of the simplicity of life.
","Reviewed in Germany on 17 August 2016","Simply Amazing",5,"","0"
"R3B2Z5YZ93M3NN","Elizabeth Taylor-Pearson","
  Much too wordy to make his point.
","Reviewed in Canada on 29 October 2014","Three Stars",3,"","0"
"R1R7W5TDINI650","P. Sagal","
  Good book.
","Reviewed in Canada on 15 August 2017","Five Stars",5,"","0"
"R3QG17MSDW4WRY","Client d'Amazon","
  Totally love this book! Really eye opening
","Reviewed in France on 14 June 2019","Very good",5,"","0"
"RWUBA6904O20E","Lloyd cook","
  Was an interesting read.
","Reviewed in Australia on 13 February 2018","Three Stars",3,"","0"
"R2DCC5YJTVR7ZE","C. Boisvert","
  Wonderful subject matter.
","Reviewed in Canada on 3 November 2014","Excellent Book",5,"","0"
"R1WF8VSOIJ89BU","Abi Bracken","
  A totally life changing book.  Not the easiest read you'll ever experience - you need to concentrate and re-read a few bits (or at least I did), but it really has given me a completely new way of looking at my life and within two days of starting the book, I really found a difference in my awareness of my ""now"" along with a much quieter mind.  Two weeks later, I am reading A New Earth and those closest to me have noticed a real change in my level of happiness and I myself feel a great deal more peace and less pressure than I ever have before.  Highly recommended.
","Reviewed in the United Kingdom on 17 February 2018","I am reading A New Earth and those closest to me have noticed a real change in my level of happiness and I myself feel a great deal more peace ...",5,"","1"
"R1PL5R6D96EXTO","Mrs. Sandra A. Roberts","
  Still trying to come to grips with it.  Unless you are already on this wavelength, be prepared for deep thinking.
","Reviewed in Australia on 2 August 2014","Take time to consider",3,"","1"
"R3KADS3AWFZW7Z","Trevor Stuart","
  My wife is reading it.
","Reviewed in Canada on 11 August 2015","Three Stars",3,"","0"
"R1D4O5EP81ZM30","Kathryn","
  Brilliant and brings you right into the present moment just reading it.
","Reviewed in Australia on 17 November 2016","Five Stars",5,"","0"
"R31Q32EKRL0DWV","Irene","
  If there's one book you should read, it's this book! Very easy to read, simple but very profound. Enjoy the reading!
","Reviewed in Italy on 25 January 2014","Amazing book",5,"","1"
"R2M8KOBZZ7SVUB","Wayne Algar","
  There's nothing to lose by reading this book and much to gain, the signposts within are capable of completely transforming your relationship with life - that part is down to you ultimately. Highly Recommended.
","Reviewed in the United Kingdom on 18 April 2012","Nothing to lose",5,"","1"
"R8HR1PJK4EF1T","Mario Maresca","
  Di semplice lettura, chiaro e coinciso, consigliato agli amanti del genere. Consiglio la versione in inglese rispetto a quella italiana.
","Reviewed in Italy on 24 August 2014","Consigliato",5,"","1"
"RRDRE4YQEI5RB","Laurent","
  excellent produit
","Reviewed in France on 24 July 2020","excellent produit",5,"","0"
"R1BMKFF0U3DZPR","NorahT","
  I struggled with this even though I am sure it was helpful to many. Despite being reasonably academic and literate and also open to his philosophy, I found his prose style somewhat opaque.
","Reviewed in the United Kingdom on 24 March 2013","Rather hard going",3,"","1"
"R3JKBMC3BZ65XI","Shirleyjess","
  Good
","Reviewed in Canada on 20 April 2019","Good",5,"","0"
"RAWVCUFI75VCY","Amazon Customer","
  Everything is as promised and described!
","Reviewed in Canada on 20 November 2016","Five Stars",5,"","0"
"R12DGLH1XXIF4I","Othman","
  J'ai beaucoup aimer cette lecture, qui décrit l'importance de vivre au moment present et l'apprécier. À lire avec un esprit méditatif
","Reviewed in France on 10 June 2018","Good read",5,"","0"
"R33PVEKR7FH7B3","HB","
  Interesting read.
","Reviewed in Canada on 2 November 2016","Step outside of the Ego",5,"","0"
"RO8H0P3ASNBIR","Amazon Customer","
  Brilliant. A must read for everyone.
","Reviewed in Australia on 19 June 2017","Five Stars",5,"","0"
"R2Y1QY7E5XNYQV","akh","
  Great book
","Reviewed in Germany on 3 September 2018","Amazing",5,"","0"
"R1OL1RFAEHY7TO","Eduard H","
  it is great
","Reviewed in Germany on 6 February 2019","it is great",5,"","0"
"R1VNNJE8SDFPZK","BareTrader","
  Reading the book really opens your eyes! Of course you need to try it out first. I definitely recommend it.
","Reviewed in Germany on 3 September 2016","Great Book",5,"","0"
"R1ELTA10G5LNG","MarcLY","
  Le passé est révolu.Le futur n'existe pas.
","Reviewed in France on 30 January 2019","qualité",5,"","0"
"R2SQIUQ9AINOAW","Anoj","
  good .....even better if it comes with bit more practical examples...
","Reviewed in Australia on 26 May 2015","Four Stars",4,"","0"
"R14ZDBV2Q0FCDF","JT","
  Awesome little tome that could change your life, that is how I would sum this book up. A five star read for those interested in enlightenment, living a happier life or learning to subjugate their egos.The Author illustrates how living in the present moment- THE NOW, can benefit you in life and allow you create a better sense of harmony and purpose, the teachings are quite profound  and similar to buddhist thought, however the author is very good at explaining these sometimes intractable concepts so that you can relate to them more easily and bring them into your day-to-day life experiences. The book is related to the concept of destroying/learning to control your ego/ego death and without trying to explain the whole book in one fell swoop, it is safe to say that  the Eckhart Tolle has a lot of wisdom to impart on this aspect of self existence.The one criticism I have, but it is not a serious one, is that the author could have used a shorter book to impart the same amount of wisdom, however for ""newbies"" it might be a bit overwhelming to rush it and I guess a lot of people will relate better to a more relaxing pace of learning this crucial piece of life knowledge.
","Reviewed in the United Kingdom on 27 August 2016","Awesome little tome that could change your life!",5,"","1"
"R3RWTYSV8OGVI5","Cheri Clarke","
  This is a very powerful book, it does take some rereading occasionally, but only because it is so profound, it is definitely a book I would recommend to everyone
","Reviewed in Canada on 27 May 2014","powerful",5,"","0"
"RHYW4VM3F6JBA","Julie Gelinas","
  The book was in great condition! I believe I am just not ready for it!It has changed the lives of many people, bringing hope and happiness.
","Reviewed in Canada on 9 October 2013","The book is ok",3,"","0"
"R3K3DMO4WDEZOO","Teriann Weeke","
  I purchased this book as a gift. The receiver loved it and I was very happy with the timely delivery!
","Reviewed in Canada on 25 February 2014","Great Book, Great delivery!",5,"","0"
"R3865CN13FFC9E","Amazon Customer","
  Read it and learn ! Simple as that.
","Reviewed in Canada on 16 December 2017","Five Stars",5,"","0"
"R28ZRWKYNSNAA0","Pauline Willson","
  Eckhart Tolle has produced a book that (a) constantly reminds us that this moment is the one we should be dealing with - yesterday has gone, tomorrow may have all sorts of unpredictable events, and (b) proposes that the individual's quiet inner being is the link to ""God"", however we conceive him.  He quotes from many religions to support this, and guides the reader to distinguish between the learned concepts and reactions that create so much mental ""noise"" as we try to understand, control and direct life.  The result is a guide to enjoying life more by putting our emotional energy into dealing with what is, rather than what we think may be, or fear is.  This is a book that can be referred to often, and is unlike other spiritual guidance books in that it acknowledges the individual journey, and does not try to promote a ""one size fits all"" menu for change.
","Reviewed in the United Kingdom on 5 December 2013","A Superb Way of Enjoying Life More and Coping with Challenges",5,"","1"
"R19Z8LBU9SVU1","Patrick Breton","
  Great book, everybody should read it!
","Reviewed in Canada on 4 December 2017","Five Stars",5,"","0"
"RNZQW4NK0A5IK","eliane","
  ❤️
","Reviewed in Canada on 7 October 2018","everyone needs this book",5,"","0"
"R1D1D5LS1FV1PK","Adriaan Tan","
  While many parts may seem repetitive to a reader, it serves as a constant reminder of the lessons that need to be learned from this book. I can already feel the change in my behavior after reading this book. Whether you're religious or not, this deserves a look.
","Reviewed in France on 19 January 2017","Enlightening",5,"","1"
"R2KMZRD3W4022A","Amazon Customer","
  Awesome book
","Reviewed in Australia on 9 September 2017","Five Stars",5,"","0"
"R1UEXUZG7UJ45H","irenemary","
  This is an interesting book which can alter your atitude to life,make you stop looking back or forward, look at today and enjoy today!
","Reviewed in the United Kingdom on 22 April 2012","Life style",5,"","0"
"R376DD4DF7CPXN","Jason Cohen","
  The best book I have ever read
","Reviewed in Canada on 11 April 2015","Five Stars",5,"","0"
"R2QN8LTOMCJ2BM","sundance2010@live.ca","
  Excellent book!
","Reviewed in Canada on 11 May 2015","Awesome Reading!",5,"","0"
"R1QJ90TKZU7RN","Ally G","
  Really hard read. Maybe I'm not far enough in my ""journey"" yet to fully appreciate it. Will keep trying to finish it.
","Reviewed in Australia on 9 June 2015","Hard read but worth a try!",3,"","0"
"R3MMPHEOKPQXI0","vijesh","
  Definitely recommended read. The author description of the ways to the power of now is crisp and clear.Thank you Eckhart
","Reviewed in Australia on 7 November 2014","great book",5,"","0"
"R2D7DWKWTVP60V","paula major","
  this book really helps put things right in your head its good for bed time reading too happy reading everyone
","Reviewed in the United Kingdom on 13 March 2013","good book",4,"","0"
"R2TO4FP3DT7YD9","Amazon Customer","
  Amazing information and great ways of looking at life!
","Reviewed in Canada on 21 January 2017","Five Stars",5,"","0"
"RF82OPBJYC63W","Peter Merchant","
  A must read for anyone whose mind and thoughts are creating a false reality of the here and now.
","Reviewed in Canada on 2 June 2016","Five Stars",5,"","0"
"RJK6SMLC6XPEC","Treanne","
  I love this book. I started to follow the book and noticed road names I had been driving on for years and never knew the name of the roads! I now see what is around me and what is happening NOW and I love it. I had been sleeping for most of my life and it's surprising just how much we miss what is going off around us now!
","Reviewed in the United Kingdom on 2 April 2014","Wakes you up!",5,"","1"
"R2Z8NDDIG901IP","Amazon Customer","
  If you only ever read one book in your life, this could be a good choice.
","Reviewed in Canada on 16 July 2016","this could be a good choice.",5,"","0"
"R3EUCS4UZUQUN9","Dragonf4ce","
  Amazing book, a real revelation for me.It really connected with me, and I have been on a long spiritual journey in my life.Eckhart seemed an unlikely source for me for this life changing revelation. But this book will change your life if you read and apply it in your life.This book has started a new spiritual journey for me. You don't need to go and sit and chant on some mountain top.The answer is within and this book will help you realise that.
","Reviewed in the United Kingdom on 4 November 2017","Life changing book",5,"","1"
"R3GDJJGMZZAI4I","A. Horner","
  I have mixed feelings about this book. I’m retired, male and keen on personal development, especially focused on the mind. I dabble in a bit of meditation, I have a very positive outlook and I look after myself physically, though I could probably lose a few pounds in weight. When I saw this book on Amazon I decided to have a go at it. The reviews were pretty good and I love these sorts of books. However, I struggled with it for several reasons. I just felt it was a bit too “high handed” and I was being lectured to. I’m not keen on the question and answer format and there was nothing in there that made me close my eyes and sit back, thinking “That’s absolutely right. The words are perfect”. The book didn’t “capture me”. I’ve just finished a book on the Dalai Lama and another on breathing exercises, both of which were enlightening and a joy to read. I’ve also gone through “Conversations with God” by Walsch (all books) and several others on mindfulness and self development, so I’m surprised I found this so difficult. I recognise that thousands of others have found it enlightening and love the book so I’m not going to bad-mouth it. It just didn’t do it for me, but it might do it for you!
","Reviewed in the United Kingdom on 19 November 2017","Didn't do it for me",3,"","1"
"R1W9PR3TEDRVHJ","resonant8","
  Great book.
","Reviewed in Canada on 13 May 2016","Five Stars",5,"","0"
"RKRRF0GFHJFW1","Tonia","
  A bit heavy going for me.  Didnt quite finish reading it as it seemed to be a bit repetitious at times and I got bored. No doubt some of the points are valid and worth taking on board.
","Reviewed in the United Kingdom on 4 July 2014","Bit heavy going",3,"","1"
"R2380NNJ9A0CWH","Ross Brooks","
  A great philosophy to follow!
","Reviewed in Canada on 24 March 2016","Five Stars",5,"","0"
"R1048FRZP33ZHX","grace","
  One of the best books I have ever come across
","Reviewed in Canada on 19 August 2017","Five Stars",5,"","0"
"RYQK95M32JH9E","Ben Abdallah","
  Je l'ai acheté pour mon amour. Elle a aimé ce livre énormément. Il te pousse à vivre l'instant et à réfléchir.
","Reviewed in France on 28 May 2019","Mon amour l'a aimé",5,"","0"
"R3TEIWN76IWGB7","Erin Duperron","
  Good book.  A new perspective for some.
","Reviewed in Canada on 10 March 2016","More food for thought",4,"","0"
"RYS3NBD2F1LV0","Nicola H.","
  a book to be re-read with more depth a whole life long...an eye opener every time.Thank-you Eckart Tolle. Great!
","Reviewed in Germany on 7 August 2013","a must have",5,"","0"
"RKCMR9XRQDFWM","Ms K. A. Bis","
  George Lamb ('The Bank Job' presenter, Larry Lamb from Eastender's son) recommended this in an internet bio article that I looked up after seeing him on tense and exciting 'Bank Job' programme, on C4 last year.  Excellent, spiritual book to focus you on the present moment, rather than dwelling on the past or overly stressing about the future.
","Reviewed in the United Kingdom on 13 February 2013","Feel good book for now!",5,"","0"
"R22UPT5S7DC9N4","Jni","
  Easy to read and very helpful but need a high degree a maturity and some time to fully accept the author's way of life.
","Reviewed in France on 14 April 2016","Help",5,"","0"
"R2STYZEKQJNFIG","yiorkos","
  Great value tnx
","Reviewed in Canada on 4 October 2016","Three Stars",3,"","0"
"RB8UE7T4FTWP7","Nas Mo","
  This is onlya Q&A and not the book itself
","Reviewed in Canada on 11 May 2016","Two Stars",2,"","0"
"R27DX5CS32OBUC","John Haeny","
  Just started but it appears to to be a most promising book.
","Reviewed in Australia on 9 April 2015","Three Stars",3,"","0"
"R14YGOVDKT3HLG","thepotteringartist","
  This man speaks to you clearly about YOU - not your ego,your mind or your body (all of which we pay far too much attention to) but YOU - the everlasting piece of being that you actually are.Since reading this (and re-reading it 3 times in 2 months) I've started putting my ego in its place and giving my being a chance to be.This book is fabulous. Thank you so much for bringing us this good news!Read it.
","Reviewed in the United Kingdom on 17 July 2007","Thank you Mr Tolle!",5,"","1"
"R3TQ3OW9HCXOK4","Chrisy","
  I have read this book about three times now, I keep it under the bed and read a section when the moment takes me. You do not have to be religious to get on board with it, and Tolle makes that clear, and yes it is a lot of Buddhist theory, but it is all still relevant. A lot of the negative feedback comments I felt must have been from speed readers who did not understand or think through the concepts, or as Tolle says are not ready to hear it.
","Reviewed in the United Kingdom on 20 February 2013","Life changing stuff",5,"","0"
"R3GQETSKB9XE26","Chris C","
  After suffering from anxiety and self doubt for most of my adult life, this book finally gave me back the freedom I had relinquished so many years ago!I recommend this to everybody and I would advise you all to read (at least the first half of) it many times over. Eckhart Tolle is a beautiful man with a beautifully simple message.I would also recommend seeking out some of his videos on YouTube.
","Reviewed in the United Kingdom on 27 February 2013","The most important book I have read",5,"","1"
"R11H5USCYPKVE3","James Forsyth","
  Very we'll written book, I truly appreciated the information and I feel this information will be especially important in the coming years.
","Reviewed in Canada on 11 March 2014","A + book <3",5,"","0"
"R31L8GX0XP94AS","Amazon Customer","
  Great book
","Reviewed in Canada on 12 January 2018","Five Stars",5,"","0"
"R4PV16J5XG0B2","Yogesh","
  Just what any spiritual seeker needs. Simple and precise. Many thanks to Eckhart Tolle.
","Reviewed in Australia on 23 August 2015","Five Stars",5,"","0"
"R1FIODKYH51E4C","Tom Machum","
  I appreciate the message but find it hard to focus. Tough read.
","Reviewed in Canada on 23 October 2015","Two Stars",2,"","0"
"R1JEE65FHP7WU1","Céline S","
  Opened my eyes on so many things, I totally recommend this book to anyone you'll see things through another angle that you'd never thought of.
","Reviewed in France on 25 November 2016","READ THIS BOOK",5,"","1"
"R3BJAANXDHEDJU","Undi MacMhoireach","
  Important book for these difficult times.
","Reviewed in Canada on 16 January 2016","Five Stars",5,"","0"
"R2ABN6T4OWPV6M","al martin","
  Requiert une ouverture d'esprit, une croyance esotherique mais splendide quand y croit
","Reviewed in France on 20 September 2018","super bouquin. parmi les meilleurs du genre",5,"","0"
"R364FRCCB3GP4K","Sha","
  Excellent book on how to be yourself.
","Reviewed in Australia on 4 February 2016","Five Stars",5,"","1"
"R3GQI68ADEZ5M3","Amazon Customer","
  Fantastic insight and an easy read!
","Reviewed in Australia on 9 December 2015","Brilliant",5,"","0"
"R12F6PUZ4G48L9","Michael Morris","
  excellent!!!!!!
","Reviewed in Canada on 8 April 2017","Five Stars",5,"","0"
"ROBNNNQ4PF7BQ","Samantha","
  Amazing reading, it is so helpful and enlightening. Everyone needs to read this book. Thank you Eckart Tolle you are truly one of the wise.
","Reviewed in France on 17 October 2019","Fantastic",5,"","0"
"R3ESIUYRK8WG4S","jo","
  Excellent book
","Reviewed in Canada on 20 February 2016","Five Stars",5,"","0"
"R38YC0P9HYAT85","Angelina","
  Awesome self development tool!
","Reviewed in Canada on 2 November 2016","Great Source for Self Development!",5,"","0"
"R3HWATVNZZKQ54","Geoff Mansell","
  A Must read if you want to wake up.
","Reviewed in Australia on 6 November 2015","Five Stars",5,"","0"
"R1FCSQZMGWGF8W","Amazon Customer","
  great book, but I did not like the style.I will recommend for everyone interested in developing their minds and spirits.
","Reviewed in Canada on 21 April 2014","insightful and great",4,"","0"
"R1NC8EN1CBJKHX","Terri","
  This is a book to read and reread.  Loved it!
","Reviewed in Canada on 1 July 2015","Beautiful Read!",5,"","0"
"R96A6RXW07HDD","Cami","
  what a good book
","Reviewed in Canada on 19 January 2018","Five Stars",5,"","0"
"R3LDQR0BEW9BVY","Johnny","
  good read
","Reviewed in Canada on 18 December 2016","Four Stars",4,"","0"
"R1EFCLB4JIOIRN","kathleen coates","
  Interesting book.  Excellent Amazon service.  Will use you again and again.  Always more than satisfied!
","Reviewed in Canada on 5 January 2015","Excellent Amazon service",4,"","0"
"R2MR02M4H1YUTD","Heinrich Schellenberg","
  Great book but a bit confusing sometimes. After the second half religion and God takes too much place and it's very biased.
","Reviewed in France on 7 March 2021","Y",4,"","0"
"R2OYGPZAD4L8VD","Ty","
  amazing condition.
","Reviewed in Canada on 24 November 2014","Five Stars",5,"","0"
"R10PHCD0EO4J5G","Louis","
  sick en sale
","Reviewed in Canada on 1 November 2017","Five Stars",5,"","0"
"R7ZFJVN1YC6UK","Tammy Youngs","
  Great book!  Delivered sooner than estimated delivery date!
","Reviewed in Canada on 26 August 2014","Very fast delivery!",5,"","0"
"R3I4EULO0NBQS2","Ruby Bronson","
  Literally changed my life
","Reviewed in Canada on 31 October 2016","Five Stars",5,"","0"
"R3AAS9X5IMXLKM","nick","
  This book helps calm your mind down and is better than any self help healing book it's a must read
","Reviewed in Canada on 22 July 2014","amazing",5,"","0"
"R24THEPGIYV1VO","Rafael Agostinho","
  Boa leitura.
","Reviewed in Saudi Arabia on 15 February 2019","Muito bom.",4,"","0"
"R74ERZD6I8S9O","Amazon Customer","
  Amazing book!
","Reviewed in Canada on 5 September 2016","Five Stars",5,"","0"
"R5JR7AFYK952M","Amazon Customer","
  Very insightful
","Reviewed in Canada on 2 August 2017","Five Stars",5,"","0"
"R3FGTJFWVPB72J","Meg","
  AN EXCELLENT BOOK.  SEVERAL OF MY FRIENDS AND FAMILY HAVE COPIES
","Reviewed in Canada on 20 October 2014","EXCELLENT GUIDANCE",5,"","0"
"R1BJ5L9PZXZ0YT","nikolaos","
  Le livre est très intéressant dans son approche,écrit de telle manière que le lecteur non avisé peut suivre.Ses chapitres sont courts qui facilite la lecture. Je le recommande.
","Reviewed in France on 13 March 2016","Très bon livre",5,"","1"
"R2CDW6Y9ZPPOZ8","David","
  For anyone who finds themselves always thinking about tomorrows, or always thinking about their yesterdays - Eckhart Tolle encourages you to stop, take a moment, and recognise to the true value of the present moment.I enjoyed the read and also bought a copy of the audio-book version.  The audio version makes for a welcome listen on a long walk (or a lot of little short walks!)Eckhart speaks and reads in a very relaxed way.  He often makes long pauses - there were occasions when I thought I'd hit the pause button by mistake!  But Eckhart encourages you to hit your pause button, to take a moment and spend it in the here and now, and take a breather from worrying about what has happened in the past, or what might happen in your future.If you're looking to take an opportunity to stop and quieten your mind, then I recommend reading or listening to Eckhart Tolle.
","Reviewed in the United Kingdom on 17 January 2014","Stop and take some time out",5,"","1"
"R1PJOEN8EE9MNZ","Amazon Customer","
  Fantastic book! A must read for everybody
","Reviewed in Australia on 2 November 2015","Five Stars",5,"","0"
"R2U4TYSWMTNHQC","Ryme Intrinseca","
  I started reading this, I really tried - but this particular edition has an introduction by the author which is pretty much about how great he is, and how wonderful his ideas are. Perhaps they are, but at the moment I can't bring myself to read the rest of the book as I've taken a dislike to the author. I'll leave it a while and then launch in at chapter 1 rather than re-reading the intro.
","Reviewed in the United Kingdom on 2 December 2014","Might be good if I could get past the author's introduction, which is all about how wonderful he is.",2,"","1"
"R28ZUL9L90I0M8","luke griffiths","
  Interesting concept but lots of repetition.
","Reviewed in Australia on 29 June 2015","Three Stars",3,"","0"
"R3F1ERS4F6ZRO0","Alexis Hayward","
  Fantastic book, really interesting and brilliant. I would highly recommend this book to anyone. It's been very helpful with a bereavement I've been going through.
","Reviewed in the United Kingdom on 15 June 2017","The Power of Now",5,"","17"
"R20BEPGDTA9JZD","David Dew","
  Awesome book, the best most helpful book of truth I have ever read
","Reviewed in Australia on 16 March 2015","Must read and digest to change your life",5,"","0"
"RQQBDPM8NUC62","JitterbugSs","
  Before I read this book I'd read a review where someone said 'this book changed my life' and I would cynically think that person must know the author,or that the review was written by the author! I hate to say it but this book ACTUALLY changed my life.I cannot recommend this book highly enough,it is one I will read again and again.It is so so powerful,words cannot describe.Do yourself a favour,buy this book!
","Reviewed in the United Kingdom on 5 June 2014","Fantastic",5,"","1"
"R2P883NUC3QSJ3","griptou","
  Life changing. Thanks for this book i will reread it many times thanks again there is some enlightment in me now
","Reviewed in France on 8 May 2019","Life changing.",5,"","0"
"R1QFTNUM0QVYNK","Adele Bentivegna","
  I love New Earth by Ekhart Tolle and the Power of Now is just as enlightening, a bit deep but truly worth a read.
","Reviewed in Canada on 12 September 2013","Very Interesting",4,"","0"
"R2G0V02O83MBVR","Finese","
  This is a powerful book
","Reviewed in Canada on 20 April 2016","Five Stars",5,"","0"
"R22DQFO47P9RBS","Scott Trevethan","
  If it doesn't change your life, read it again!
","Reviewed in Australia on 19 March 2015","Five Stars",5,"","0"
"R2YWMB8MJOH9QG","MR K","
  What can I say about this truly life changing book? It has completely changed the way I view my life. Everything Mr. Tolle talks about is 100% true because before I read this book, I was fearful, anxious, nervous and I kept having conversations in my mind imagining the worst case scenario's of future events which was making me constantly anxious. Mr. Tolle taught me to live in the ''now'' just 'being' Instead of living in my mind. The mind only thinks of the past and future (How true is this! That's all my mind thought about until I read this book). Since reading I am having the best sleep I've had in years, my mind feels at peace and I am now living in day tight compartments, living in the ''now''. I have now become the watchman of my mind! Please BUY THIS BOOK! It really will change your life and eliminate erroneous thinking forms. Thank you so much Mr. Tolle!
","Reviewed in the United Kingdom on 13 January 2017","OMG! BELIEVE THE HYPE! BUY IT NOW!!!",5,"","1"
"R2Y96HCZCHYNI0","erica","
  amazing book and great author!
","Reviewed in Canada on 16 February 2015","Five Stars",5,"","0"
"RT5TX8Z2FNOOR","Keen runner and  cyclist ","
  I picked the book largely on the grounds of decent ratings score. That was my mistake you pay the money and you take your chances.I was slightly disappointed that a lot of the reading in the book has already been published previously by other author's. Philosophies with religious beliefs are its strengths, the rest is of the book comes from a mixture of Books, mostly in the interests of Buddhism.
","Reviewed in the United Kingdom on 21 December 2013","Don't get to excited",3,"","1"
"R2A9LRS2WABXYB","Kimberly Long","
  Awesome!
","Reviewed in Canada on 11 November 2014","Five Stars",5,"","0"
"R2D7GNIHAPEB0S","Sally Wilton","
  Eckhart Tolle gives some common sense advice in this very absorbing book.  So difficult though to follow all the rules he suggests of living only in the present moment- I must try harder.  How often does the mind wander off into the past or the possible future?  How true too are his suggestions that living in the past or stressing about the future are a big cause of mental illness? Reading this book really makes one aware of how much time we all waste worrying about what may never happen or on dwelling on unhappy events from the past.  My only criticism is that I am not keen on the books spiritual aspect, I really don't think this is necessary as even without spirituality he recommends a sensible way of life. My only problem NOW is that every time I buy a new copy of this book someone borrows it and I am POWERless to prevent it.  On the upside I've stopped worrying about them being returned, life is much too short!!
","Reviewed in the United Kingdom on 4 May 2007","Live in the present",4,"","11"
"RNMYSJVQTAF7V","c.churchill","
  Amazing .Seems to be a good manual re the everyday attempt to be in touch with that magical part of oneself which we all seek.So strange that we only need to be quiet for a bit , to be in touch with with it, before we are back again in our hurly burly lives.I am repeatedly taken aback at the astuteness of it; all cars have manuals; this is the manual for that challenge of being as much as possible in the focus of the present. That place where we really are who we are.Yes it is all a bit like Ground hog Day.And feels a bit what Buddhists are about. Well a whole lot what Buddhists are about.Like happiness, this comes as being highly recommended.The way I see it; I am like the driver in my car. I know I must pay attention.My mind is like the passenger, most of the time we get along pretty well. In the Now, call it meditation, whatever, is a remarkable place, and the passenger mind will keep talking! This is not much spoken of, I don't know why. It's always spoken of in meditation practice, and only then. This book is important and can seriously undamage your health !
","Reviewed in the United Kingdom on 5 December 2014","Amazing. Seems to be a good manual re the ...",5,"","0"
"R3AUDKFRX85JFA","cjstevens","
  Great read!
","Reviewed in Canada on 5 September 2016","Five Stars",5,"","0"
"R2AF9199N9SVSU","Mrs Victoria A Shelley","
  Hard to read, but once I gog an understanding of it, it became really interesting,  a totally different way of looking at life, and easy to put into practice.
","Reviewed in the United Kingdom on 15 February 2013","Spiritual",3,"","1"
"R3NIBJUD3XTNZO","Graham Haffenden","
  I believe this book has been accused of ""mumbo jumbo"" and some of the writing feels that way.  However if you accept the author's terminology he has some very interesting ideas that many people may find helpful.  At times he seems to think his ideas are about to be (or need be) accepted by the whole world, or else we're in trouble.  This seems a bit over confident, but should not detract from his arguments if they seem relevant to you as an individual.  Overall I would recommend this book as thoughtful, insightful and potentially very useful to many people.
","Reviewed in the United Kingdom on 8 May 2014","An interesting work if you can get past the ""mumbo jumbo""",4,"","1"
"R1184SA1SIDY8U","pavla","
  maybe i just don't understand well what the author meant. i am sure it is great and positive but not sure if this was meant for me. so if anybody interested, just tell me and i will pass it over.
","Reviewed in the United Kingdom on 25 May 2014","not sure",3,"","0"
"R13SF90OC3LG3V","Amazon Customer","
  Awesome book!
","Reviewed in Canada on 16 July 2015","Five Stars",5,"","0"
"R1HMVMICWOMF81","sajith","
  A good book. A slow thorough reading recommended.
","Reviewed in Canada on 29 April 2015","good book",4,"","0"
"R172XPMRWC98ND","Amazon Customer","
  Amazing!
","Reviewed in Australia on 30 December 2015","Five Stars",5,"","0"
"R2QRS0CORF8A9O","kanelambert","
  No longer do I worry about life. I have no fear, anxiety or depression anymore. This book has truly changed my life. For the price of two beers give this a read and pass it onto someone else. Enlightenment is such a beautiful thing to have.
","Reviewed in the United Kingdom on 24 September 2013","Life changing",5,"","1"
"R60R1YQ0JB3DB","Chanel","
  Great book!
","Reviewed in Canada on 11 December 2014","Five Stars",5,"","0"
